127.0.0.1 - - [02/Apr/2020:20:33:39 +0530] "GET / HTTP/1.1" 404 709
0:0:0:0:0:0:0:1 - - [02/Apr/2020:20:33:40 +0530] "GET /WebApp-01/ HTTP/1.1" 200 2607
0:0:0:0:0:0:0:1 - - [02/Apr/2020:20:33:40 +0530] "GET /WebApp-01/CSS/indexStyle.css HTTP/1.1" 200 5090
0:0:0:0:0:0:0:1 - - [02/Apr/2020:20:33:40 +0530] "GET /WebApp-01/IMG/statusNULL.png HTTP/1.1" 200 62147
0:0:0:0:0:0:0:1 - - [02/Apr/2020:20:33:40 +0530] "GET /WebApp-01/IMG/sidewalk.png HTTP/1.1" 200 9984
0:0:0:0:0:0:0:1 - - [02/Apr/2020:20:33:40 +0530] "GET /WebApp-01/IMG/car1.png HTTP/1.1" 200 843468
0:0:0:0:0:0:0:1 - - [02/Apr/2020:20:33:40 +0530] "GET /WebApp-01/IMG/truck1.png HTTP/1.1" 200 63992
0:0:0:0:0:0:0:1 - - [02/Apr/2020:20:33:40 +0530] "GET /WebApp-01/IMG/Road.png HTTP/1.1" 200 3559
0:0:0:0:0:0:0:1 - - [02/Apr/2020:20:33:40 +0530] "GET /WebApp-01/IMG/Runner.gif HTTP/1.1" 200 296151
0:0:0:0:0:0:0:1 - - [02/Apr/2020:20:33:40 +0530] "GET /WebApp-01/IMG/car2.png HTTP/1.1" 200 32401
0:0:0:0:0:0:0:1 - - [02/Apr/2020:20:33:40 +0530] "GET /WebApp-01/IMG/dog.gif HTTP/1.1" 200 49537
0:0:0:0:0:0:0:1 - - [02/Apr/2020:20:33:42 +0530] "GET /WebApp-01/CSS/EZPASS.jpg HTTP/1.1" 200 179442
0:0:0:0:0:0:0:1 - - [02/Apr/2020:20:33:42 +0530] "GET /WebApp-01/CSS/loadingImg.gif HTTP/1.1" 200 29961
0:0:0:0:0:0:0:1 - - [02/Apr/2020:20:33:46 +0530] "GET /WebApp-01/ HTTP/1.1" 200 2607
0:0:0:0:0:0:0:1 - - [02/Apr/2020:20:33:46 +0530] "GET /favicon.ico HTTP/1.1" 404 720
0:0:0:0:0:0:0:1 - - [02/Apr/2020:20:33:48 +0530] "GET /WebApp-01/CreateNew.jsp HTTP/1.1" 200 5159
0:0:0:0:0:0:0:1 - - [02/Apr/2020:20:34:26 +0530] "GET /WebApp-01/ConfirmDetails.jsp?DB=NJAETTST&agencyid=NJTP&filedate=2020-03-25&trxDate=2020-03-15&ViolType=NOR&NumNotice=1&violnumber=5 HTTP/1.1" 200 2363
0:0:0:0:0:0:0:1 - - [02/Apr/2020:20:34:42 +0530] "GET /WebApp-01/ConfirmDetails.jsp?DB=njrbtst&agencyid=NJTP&filedate=2020-03-25&trxDate=2020-03-15&ViolType=NOR&NumNotice=1&violnumber=5 HTTP/1.1" 200 2362
0:0:0:0:0:0:0:1 - - [02/Apr/2020:20:35:24 +0530] "GET /WebApp-01/XferFileCreation.jsp HTTP/1.1" 200 1916
0:0:0:0:0:0:0:1 - - [02/Apr/2020:20:35:33 +0530] "POST /WebApp-01/moveAndRun.jsp HTTP/1.1" 200 1820
0:0:0:0:0:0:0:1 - - [02/Apr/2020:20:36:14 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 6113
